Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
2591;BPR125;BPI2101;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum juripeba;Solanum subinerme;Shrub;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2592;BPR125;BPI2102;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum paniculatum;Solanum paniculatum;Shrub;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2593;BPR125;BPI2103;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum rugosum;Solanum rugosum;Shrub;Early;Frugivory;12;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2594;BPR125;BPI2104;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum salviiaefolium;Solanum salviaefolium;Shrub;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2595;BPR125;BPI2105;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum sp.;Solanum sp.1;NA;NA;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2596;BPR125;BPI2106;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Hypericaceae;Vismia;Vismia duckei;Vismia macrophylla;Tree;Early;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2597;BPR125;BPI2107;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2598;BPR125;BPI2108;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Hypericaceae;Vismia;Vismia sp.;Vismia sp.;NA;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2599;BPR125;BPI2109;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Myrtaceae;Syzygium;Eugenia jambolana;Syzygium cumini;Tree;Late;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2600;BPR125;BPI2110;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2601;BPR125;BPI2111;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Solanaceae;Solanum;Solanum rugosum;Solanum rugosum;Shrub;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2602;BPR125;BPI2112;BPA150;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;Frugivore;Solanaceae;Solanum;Solanum sp.;Solanum sp.2;NA;NA;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2603;BPR125;BPI2113;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Apocynaceae;Couma;Couma utilis;Couma utilis;Tree;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2604;BPR125;BPI2114;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Caricaceae;Carica;Carica papaya;Carica papaya;Tree;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2605;BPR125;BPI2115;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Clusiaceae;Clusia;Clusia sp.;Clusia sp.;Shrub;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2606;BPR125;BPI2116;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Hypericaceae;Vismia;Vismia duckei;Vismia macrophylla;Tree;Early;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2607;BPR125;BPI2117;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2608;BPR125;BPI2118;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Hypericaceae;Vismia;Vismia sp.;Vismia sp.;NA;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2609;BPR125;BPI2119;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Icacinaceae;Poraqueiba;Poraqueiba sericea;Poraqueiba sericea;Tree;Late;Frugivory;6;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2610;BPR125;BPI2120;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Malpighiaceae;Byrsonima;Byrsonima sp.;Byrsonima sp.;NA;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2611;BPR125;BPI2121;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;38;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2612;BPR125;BPI2122;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Piperaceae;Piper;Piper hostmannianum;Piper hostmannianum;Shrub;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2613;BPR125;BPI2123;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Rubiaceae;Coffea;Coffea sp.;Coffea sp.;Tree;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2614;BPR125;BPI2124;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Solanaceae;Solanum;Solanum caavurana;Solanum caavurana;Shrub;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2615;BPR125;BPI2125;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Solanaceae;Solanum;Solanum grandiflorum;Solanum grandiflorum;Tree;Early;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2616;BPR125;BPI2126;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Solanaceae;Solanum;Solanum paniculatum;Solanum paniculatum;Shrub;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2617;BPR125;BPI2127;BPA150;Sturnira;Sturnira lilium;Sturnira giannae;Frugivore;Solanaceae;Solanum;Solanum rugosum;Solanum rugosum;Shrub;Early;Frugivory;7;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2618;BPR125;BPI2128;BPA150;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Urticaceae;Cecropia;Cecropia palmata;Cecropia palmata;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2619;BPR125;BPI2129;BPA150;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.1;NA;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2620;BPR125;BPI2130;BPA150;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Solanaceae;Solanum;Solanum grandiflorum;Solanum grandiflorum;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2621;BPR125;BPI2131;BPA150;Uroderma;Uroderma magnirostrum;Uroderma magnirostrum;Frugivore;Urticaceae;Cecropia;Cecropia palmata;Cecropia palmata;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2622;BPR125;BPI2132;BPA150;Platyrrhinus;Vampyrops helleri;Platyrrhinus sp.;Frugivore;Urticaceae;Cecropia;Cecropia concolor;Cecropia concolor;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2623;BPR125;BPI2133;BPA150;Chiroderma;Chiroderma trinitatum;Chiroderma trinitatum;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.2;NA;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2624;BPR125;BPI2134;BPA150;Mesophylla;Ectophylla maconelli;Mesophylla macconnelli;Frugivore;Moraceae;Ficus;Ficus clusiaefolia;Ficus clusiifolia;Tree;NA;Frugivory;5;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2625;BPR125;BPI2135;BPA150;Artibeus;Artibeus cinereus;Artibeus cinereus;Frugivore;Hypericaceae;Vismia;Vismia cayennensis;Vismia cayennensis;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2626;BPR125;BPI2136;BPA150;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2627;BPR125;BPI2137;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Caricaceae;Carica;Carica papaya;Carica papaya;Tree;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2628;BPR125;BPI2138;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Combretaceae;Terminalia;Terminalia catappa;Terminalia catappa;NA;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2629;BPR125;BPI2139;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2630;BPR125;BPI2140;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Icacinaceae;Poraqueiba;Poraqueiba sericea;Poraqueiba sericea;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2631;BPR125;BPI2141;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Siparunaceae;Siparuna;Siparuma sp.;Siparuna sp.;Tree;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2632;BPR125;BPI2142;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Urticaceae;Cecropia;Cecropia concolor;Cecropia concolor;Tree;Early;Frugivory;10;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2633;BPR125;BPI2143;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Urticaceae;Cecropia;Cecropia palmata;Cecropia palmata;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2634;BPR125;BPI2144;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus maxima;Ficus maxima;Tree;Late;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2635;BPR125;BPI2145;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus citrifolia;Ficus citrifolia;Tree;Late;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2636;BPR125;BPI2146;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Musaceae;Musa;Musa sp.;Musa sp.;Herb;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2637;BPR125;BPI2147;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Myrtaceae;Syzygium;Eugenia jambolana;Syzygium cumini;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2638;BPR125;BPI2148;BPA150;Artibeus;Artibeus jamaicensis;Artibeus planirostris;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2639;BPR125;BPI2149;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2640;BPR125;BPI2150;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Humiriaceae;Sacoglottis;Sacoglottis guianensis;Sacoglottis guianensis;Tree;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2641;BPR125;BPI2151;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Urticaceae;Cecropia;Cecropia concolor;Cecropia concolor;Tree;Early;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2642;BPR125;BPI2152;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Urticaceae;Cecropia;Cecropia palmata;Cecropia palmata;Tree;Early;Frugivory;15;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2643;BPR125;BPI2153;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Moraceae;Ficus;Ficus maxima;Ficus maxima;Tree;Late;Frugivory;6;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2644;BPR125;BPI2154;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Moraceae;Ficus;Ficus insipida;Ficus insipida;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2645;BPR125;BPI2155;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Myrtaceae;Psidium;Psidium guayava;Psidium guajava;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2646;BPR125;BPI2156;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Myrtaceae;Psidium;Psidium guineense;Psidium guineense;Tree;Late;Frugivory;3;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2647;BPR125;BPI2157;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Rubiaceae;Coffea;Coffea sp.;Coffea sp.;Tree;NA;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2648;BPR125;BPI2158;BPA150;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Solanaceae;Solanum;Solanum rugosum;Solanum rugosum;Shrub;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2649;BPR125;BPI2159;BPA150;Ametrida;Ametrida centurio;Ametrida centurio;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2650;BPR125;BPI2160;BPA150;Micronycteris;Mycronycteris megalotis;Micronycteris megalotis;Foliage gleaner;Moraceae;Ficus;Ficus sp.;Ficus sp.3;NA;NA;Frugivory;13;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2651;BPR125;BPI2161;BPA150;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
